file_id,8_Wan_Edit_iccv|structure_distance,8_Wan_Edit_iccv|psnr_unedit_part,8_Wan_Edit_iccv|lpips_unedit_part,8_Wan_Edit_iccv|mse_unedit_part,8_Wan_Edit_iccv|ssim_unedit_part,8_Wan_Edit_iccv|clip_similarity_source_image,8_Wan_Edit_iccv|clip_similarity_target_image,8_Wan_Edit_iccv|clip_similarity_target_image_edit_part,8_Wan_Edit_iccv|niqe_target_image,8_Wan_Edit_iccv|motion_fidelity_score,8_Wan_Edit_iccv|motion_fidelity_score_edit_part,8_Wan_Edit_iccv|five_acc_yes_no,8_Wan_Edit_iccv|five_acc_multi_choice,8_Wan_Edit_iccv|five_acc_union,8_Wan_Edit_iccv|five_acc_inter,8_Wan_Edit_iccv|five_acc
0,0.008863762331505617,27.242191632588703,0.08716761072476704,0.0019048084698927898,0.8566316266854604,24.392577807108562,27.44985357920329,24.589724858601887,5.48927312856355,0.9791669249534607,0.9678874611854553,1,1,1,1,1.0
1,0.014985848683863878,23.40605068206787,0.10483726859092712,0.00459711622291555,0.7689878344535828,30.66161600748698,31.270147959391277,24.69023895263672,4.569939404133222,0.9840860366821289,0.9711756706237793,1,1,1,1,1.0
2,0.020522415265440942,25.348332977294923,0.1103984072804451,0.002943013096228242,0.872152316570282,32.15108947753906,30.753874588012696,26.088267517089843,6.4832163347418845,0.8644475936889648,0.8673215508460999,1,1,1,1,1.0
3,0.015853033401072025,22.909969965616863,0.10375053808093071,0.005186130137493213,0.7968098322550455,27.935168584187824,30.1767479578654,26.03596846262614,4.878341131125089,0.9350965619087219,0.8959293365478516,0,1,1,0,0.5
4,0.010222014039754868,23.833939870198567,0.1010300728181998,0.0041515432531014085,0.7963367601235708,28.737505276997883,27.15227699279785,20.321300824483234,4.09365485607369,0.5307323932647705,0.5227614045143127,0,0,0,0,0.0
5,0.0068457409118612604,28.350740432739258,0.12751921763022742,0.0014678924150454502,0.8296490708986918,30.225081125895183,29.57446543375651,19.71474536259969,6.07225939879789,0.9948163628578186,0.9909738898277283,1,1,1,1,1.0
6,0.02927792693177859,21.02715269724528,0.10841210931539536,0.007981304622565707,0.8208674788475037,24.955354690551758,26.391895294189453,19.165656089782715,5.81018967908174,0.9863970875740051,0.985139787197113,1,1,1,1,1.0
7,0.008714672876521945,25.09970982869466,0.12453842908143997,0.0031140471498171487,0.8106643656889597,24.226337750752766,26.42649745941162,21.130358695983887,5.178150963291128,0.9170845746994019,0.8730543255805969,1,1,1,1,1.0
8,0.013994554989039898,24.531094233194988,0.11624655872583389,0.003528409171849489,0.7857620020707449,25.711615244547527,24.001298268636067,21.669422149658203,4.185712161210219,0.9776163101196289,0.934317409992218,0,0,0,0,0.0
9,0.0037246939803784094,29.752129872639973,0.09227517247200012,0.001063077594153583,0.9201472401618958,28.703993797302246,25.801265080769856,17.558648109436035,6.271216829208544,0.9586907625198364,1,1,1,1,1.0
10,0.014810778123016158,22.55523745218913,0.1316885525981585,0.0058206622100745635,0.6260571380456289,29.01831817626953,28.967305819193523,22.483672777811687,5.131896497098495,0.9783540964126587,0.8890051245689392,1,1,1,1,1.0
11,0.031573368391642966,21.686172803243,0.16675454999009767,0.007149383037661512,0.6478840410709381,29.88356653849284,31.232908566792805,23.478565216064453,5.208032420571335,0.9579923152923584,0.9534338116645813,1,1,1,1,1.0
12,0.011563309157888094,23.729270617167156,0.12896245966355005,0.004252965872486432,0.7012041211128235,29.220608711242676,29.445133209228516,16.206100463867188,4.726436337597938,0.9562647342681885,0.8933427333831787,1,1,1,1,1.0
13,0.0242981241705517,22.101805051167805,0.129039087643226,0.006332964054308832,0.7212502757708231,27.33162848154704,31.099531809488933,23.0704288482666,5.1718121414322065,0.957238495349884,0.8767493963241577,1,1,1,1,1.0
14,0.0077372584491968155,23.670730590820312,0.08359453678131104,0.004646620433777571,0.8151728630065918,22.293205642700194,22.48985481262207,18.49806327819824,5.031998314233804,0.9824817180633545,0.935982882976532,1,1,1,1,1.0
15,0.017139820537219446,20.622181574503582,0.11895813917120297,0.008706394272545973,0.7909459471702576,29.068965276082356,33.72295061747233,28.558852513631184,5.180278136042962,0.9658900499343872,0.9070296883583069,1,1,1,1,1.0
16,0.011077583767473698,28.01214599609375,0.07390631238619487,0.0017510476851991068,0.9368165532747904,27.39897632598877,29.554242451985676,26.449024200439453,5.601042639034045,0.8917392492294312,0.9046306014060974,1,1,1,1,1.0
17,0.012387499523659548,27.39865843454997,0.10614390671253204,0.0018225475020396213,0.7752204636732737,28.968124707539875,25.568106333414715,22.46206792195638,5.123786982809581,0.9494721293449402,0.9313268065452576,1,1,1,1,1.0
18,0.006379944272339344,26.31536293029785,0.08371248965462048,0.002457944598669807,0.8426532447338104,3.0408948858579,1.505237380663554,7.6725233395894366,5.4374315425666895,0.995053231716156,0.9870193004608154,0,0,0,0,0.0
19,0.015037184736380974,21.94382667541504,0.12126357977588971,0.006402226630598307,0.7146155337492625,30.701362291971844,31.57418664296468,27.99503993988037,4.292205884097666,0.9484382271766663,0.9079626202583313,0,0,0,0,0.0
20,0.00781143568456173,24.531021499633788,0.08227488994598389,0.003549647377803922,0.8717871189117432,31.37451591491699,32.06961784362793,17.96964454650879,4.733378127316906,0.7104445099830627,0.5832417607307434,1,1,1,1,1.0
21,0.004993128629090886,28.348488807678223,0.08623648434877396,0.0014671550792021055,0.8371271590391794,30.447711944580078,34.17116928100586,20.0413916905721,5.075849641302404,0.6133549809455872,0.5746639370918274,1,1,1,1,1.0
22,0.01949926372617483,22.05594253540039,0.11261900514364243,0.006295357675602038,0.7302193840344747,31.082651138305664,30.425357818603516,23.235957145690918,4.986086646015599,0.8104287981987,0.8520113825798035,1,1,1,1,1.0
23,0.005181873682886362,28.0379425684611,0.06815735871593158,0.0016218571496816974,0.8921942412853241,26.25293477376302,29.774776140848797,24.031861305236816,5.51766083642589,0.9847983717918396,0.9631380438804626,1,1,1,1,1.0
24,0.014370804652571678,22.132530212402344,0.13005715608596802,0.0061806986729304,0.8317361176013947,7.518662532170613,6.020686229070027,8.36287784576416,5.6077200934084,0.9185180068016052,0.9009989500045776,1,0,1,0,0.5
25,0.005527257298429807,23.421833038330078,0.0661811102181673,0.004560038136939208,0.867706815401713,1.2621366704503696,1.4600156098604202,9.163902759552002,5.156027854796787,0.4967045783996582,0.598334789276123,0,1,1,0,0.5
26,0.011959701931724945,22.097095489501953,0.13282755886514983,0.00618890921274821,0.7689104378223419,27.73381773630778,35.28333346048991,24.076462427775066,5.211823214577173,0.9752725958824158,0.9394738674163818,0,0,0,0,0.0
27,0.0029070377349853516,28.461359977722168,0.08747416237990062,0.001437412342056632,0.876600315173467,26.533513069152832,26.37183157602946,24.995925903320312,6.449441819869722,0.9755066633224487,0.9447429180145264,0,1,1,0,0.5
28,0.03126057734092077,20.196844418843586,0.17651532838741937,0.00998532601321737,0.6020503143469492,24.916886647542317,26.794891993204754,24.657151222229004,4.812819547008926,0.8896183371543884,0.7518615126609802,0,0,0,0,0.0
29,0.006094495300203562,22.056484540303547,0.09983412300546964,0.006241751213868459,0.7981200516223907,29.18990675608317,32.3128859202067,20.200106620788574,3.899508938207312,0.3995441198348999,0.37891486287117004,1,1,1,1,1.0
30,0.009090325329452753,23.837491671244305,0.11923998221755028,0.004135357371220986,0.7267415821552277,29.29452641805013,28.249706268310547,19.6026709874471,4.29230243706724,0.8694116473197937,0.845425546169281,1,1,1,1,1.0
31,0.011500460095703602,26.01869996388753,0.06684901751577854,0.002528612889970342,0.9193032085895538,31.421629269917805,29.59055010477702,25.523556391398113,7.841255707595216,0.9617377519607544,0.9535399079322815,1,1,1,1,1.0
32,0.030300589899222057,19.881242116292317,0.16568747411171594,0.010327938478440046,0.6320555508136749,26.57515748341878,25.21391773223877,24.01384512583415,5.060967499933063,0.9415414929389954,0.8395118117332458,1,1,1,1,1.0
33,0.013931152255584797,23.061490376790363,0.10879974191387494,0.004950466022516291,0.7298567195733389,27.04060935974121,27.363143920898438,27.372808774312336,4.36242521741328,0.98245769739151,0.9647735357284546,0,0,0,0,0.0
34,0.00809737939077119,26.496832529703777,0.07666208098332088,0.0022755983906487622,0.8989491164684296,30.968846956888836,27.83823521931966,20.35719394683838,6.355633081734802,0.9754848480224609,0.9305881857872009,1,1,1,1,1.0
35,0.017876124009490013,21.23088264465332,0.10187743231654167,0.007651966297999024,0.7773186465104421,25.228551864624023,23.18557135264079,23.55328114827474,4.047497591588468,0.9839058518409729,0.9655795097351074,1,0,1,0,0.5
36,0.00426030750774468,29.335322697957356,0.07854844133059184,0.0013598085400493194,0.9593150615692139,32.24213663736979,31.75113836924235,17.25314935048421,7.909506081884896,0.820350170135498,0.8168588876724243,1,1,1,1,1.0
37,0.01789197496448954,23.0489985148112,0.12361624836921692,0.005124895717017353,0.7718117038408915,28.086151123046875,28.24306011199951,21.543014844258625,5.318547136109905,0.9852244853973389,0.9615675806999207,1,1,1,1,1.0
38,0.007360621510694425,23.74816131591797,0.0782450878371795,0.004277149603391687,0.8269604444503784,30.519266764322918,30.07240581512451,20.541589101155598,4.453139994054584,0.9785346388816833,0.9780715107917786,0,0,0,0,0.0
39,0.008430534352858862,26.47765000661214,0.09101444482803345,0.002419938954214255,0.8385024964809418,4.6037605206171675,3.6601544419924417,8.984344244003296,5.608123676543303,0.9814056158065796,0.9640358090400696,1,1,1,1,1.0
40,0.011435156998534998,24.867025057474773,0.107463122655948,0.0033098204682270684,0.7864600121974945,28.439318974812824,28.539330800374348,21.286439577738445,5.398582529004263,0.9524914026260376,0.9384458661079407,0,1,1,0,0.5
41,0.009399756323546171,25.192605018615723,0.06680192363758881,0.0030328199888269105,0.8862330317497253,22.742003122965496,21.63046360015869,19.937766075134277,5.641357516584457,0.48836013674736023,0.5616845488548279,0,0,0,0,0.0
42,0.00639665185008198,26.339874585469563,0.09478864446282387,0.0023950372900192938,0.8224775095780691,26.928987820943195,26.466938018798828,19.064021587371826,5.08154874915528,0.9933294057846069,0.9865040183067322,1,1,1,1,1.0
43,0.01640929204101364,21.745992024739582,0.13722757995128632,0.007062836084514856,0.7047551472981771,24.006995519002277,24.23998514811198,23.485368092854817,5.07308199990709,0.865090548992157,0.8108181357383728,1,1,1,1,1.0
44,0.0068381165619939566,27.130933443705242,0.09427825982371967,0.00194989792847385,0.8628991742928823,27.858824412027996,27.664793332417805,21.10363006591797,4.773083628277443,0.6644179224967957,0.6144975423812866,1,1,1,1,1.0
