file_id,8_Wan_Edit_iccv|structure_distance,8_Wan_Edit_iccv|psnr_unedit_part,8_Wan_Edit_iccv|lpips_unedit_part,8_Wan_Edit_iccv|mse_unedit_part,8_Wan_Edit_iccv|ssim_unedit_part,8_Wan_Edit_iccv|clip_similarity_source_image,8_Wan_Edit_iccv|clip_similarity_target_image,8_Wan_Edit_iccv|clip_similarity_target_image_edit_part,8_Wan_Edit_iccv|niqe_target_image,8_Wan_Edit_iccv|motion_fidelity_score,8_Wan_Edit_iccv|motion_fidelity_score_edit_part,8_Wan_Edit_iccv|five_acc_yes_no,8_Wan_Edit_iccv|five_acc_multi_choice,8_Wan_Edit_iccv|five_acc_union,8_Wan_Edit_iccv|five_acc_inter,8_Wan_Edit_iccv|five_acc
0,0.014485824232300123,24.547722498575848,0.09617786109447479,0.0036207480588927865,0.8325504461924235,24.392577807108562,20.502821922302246,18.94279448191325,5.650238617010365,0.9765476584434509,0.9592173099517822,0,0,0,0,0.0
1,0.019500925826529663,23.0126527150472,0.11070437356829643,0.005123898697396119,0.7539543310801188,30.66161600748698,28.4598601659139,22.553033192952473,4.890239718348147,0.9817293286323547,0.9728643894195557,0,1,1,0,0.5
2,0.023504385724663734,25.723488998413085,0.09873518496751785,0.0026892066933214666,0.8801705956459045,32.15108947753906,30.500304794311525,20.585036087036134,6.471692180345379,0.8233582377433777,0.8002343773841858,0,1,1,0,0.5
3,0.020154820755124092,22.313132286071777,0.10963791608810425,0.005993554446225365,0.7867769300937653,27.935168584187824,18.50643189748128,15.536402543385824,4.913991865157536,0.9404502511024475,0.8959332704544067,0,0,0,0,0.0
4,0.01205158606171608,22.775593121846516,0.10861572374900182,0.005305766128003597,0.7786310414473215,28.737505276997883,32.222480138142906,23.08825620015462,4.160918280669137,0.5379092693328857,0.5349222421646118,0,0,0,0,0.0
5,0.011246024010082087,26.859198888142902,0.1333861524860064,0.0020721951538386443,0.8250588874022166,30.225081125895183,27.31900151570638,15.596059163411459,6.189052289696761,0.9904001951217651,0.9832802414894104,0,1,1,0,0.5
6,0.037436273569862046,21.17693551381429,0.12776013215382895,0.00772070768289268,0.8083031376202902,24.955354690551758,30.190264383951824,23.70536740620931,6.054490190711871,0.9800997972488403,0.9781960844993591,1,1,1,1,1.0
7,0.013948444742709398,23.715296745300293,0.14071367929379144,0.00433519808575511,0.789124478896459,24.226337750752766,29.057823816935223,18.14739720026652,5.2989557605638185,0.9270122051239014,0.8712949752807617,0,1,1,0,0.5
8,0.01637641542280714,23.771647135416668,0.13642230878273645,0.004198150942102075,0.7744988004366556,25.711615244547527,28.936555862426758,23.826998710632324,4.1734023219322625,0.9741902947425842,0.9228959083557129,1,1,1,1,1.0
9,0.003661246815075477,29.978306770324707,0.09429989506800969,0.0010411900099522124,0.919808030128479,28.703993797302246,27.39579900105794,15.351603825887045,6.259032406502919,0.9629319310188293,1,1,1,1,1.0
10,0.015504357715447744,22.772244771321613,0.14592360705137253,0.0052867621804277105,0.6840085287888845,29.01831817626953,24.531001091003418,21.04014237721761,5.24109268699216,0.9635186195373535,0.8109993934631348,1,1,1,1,1.0
11,0.010972672219698628,23.833149909973145,0.12892676269014677,0.004174684756435454,0.7309263348579407,29.88356653849284,25.959185282389324,15.767951011657715,5.298463232847489,0.9860897064208984,0.9846982359886169,0,0,0,0,0.0
12,0.012093944475054741,23.399703979492188,0.13730621337890625,0.004608681153816481,0.694334457317988,29.220608711242676,28.328539212544758,17.388865788777668,4.693883724448075,0.9439979791641235,0.8684561252593994,0,1,1,0,0.5
13,0.02739870548248291,21.91756757100423,0.13264968246221542,0.006595762912184,0.7249423563480377,27.33162848154704,28.244145393371582,18.84714126586914,5.287207189005451,0.960239827632904,0.8878746032714844,0,0,0,0,0.0
14,0.014436614327132702,24.00602493286133,0.08971835374832153,0.004011193895712495,0.8481451392173767,22.293205642700194,27.110338973999024,22.367237091064453,5.0105251070388315,0.9785722494125366,0.9266350865364075,0,1,1,0,0.5
15,0.013164674863219261,21.380985260009766,0.11184606080253919,0.007414834263424079,0.8029385904471079,29.068965276082356,30.773458162943523,24.625008900960285,5.262603781635886,0.9704968333244324,0.9196820259094238,0,1,1,0,0.5
16,0.017035200571020443,26.24298890431722,0.08468574782212575,0.0026897338102571666,0.9291413823763529,27.39897632598877,30.466503779093426,26.027343432108562,5.404098857433673,0.8513532280921936,0.8699427247047424,1,1,1,1,1.0
